variable,simulated_value,rank,z_score,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail,max_rank,sim_id,hpd_lwr,hpd_upr,attained_hpd,proposal
range_branch,0.5580671047824598,112,-0.06640618139720164,0.5848347475117172,0.5047161519593117,0.4030896245810235,0.33420311921612406,0.16162902633502335,1.431439191032239,0.9957637318007108,189.53896330318292,227.803382535074,200,data_set_15,0.07625049098783629,1.5991202435531089,0.95,default
RF_dist,3,74,0.6306211577076067,2.545,3,0.7215108380663704,0,1,3,0.9952366479769406,174.1658763196457,NA,200,data_set_15,1,3,0.95,default
BHV_dist,2.1400543918587944,85,-0.2957121276454139,2.247966979919888,2.1674209214281506,0.3649244585277562,0.19729776067038848,1.7193039712061937,2.9245031103187387,0.998049813974373,154.95632556507624,137.04318936877073,200,data_set_15,1.476832838174207,2.9546957313331985,0.95,default
KC_dist,3.872983346207417,139,0.6555288162155722,3.2897271566017237,3.1622776601683795,0.8897491234220406,0.6571974620372708,1.4142135623730951,4.58257569495584,0.9995659179986275,255.1027661854924,NA,200,data_set_15,1.4142135623730951,4.58257569495584,0.95,default
tree_length,3.852757565355639,153,0.6625207446135056,3.0105044692068144,2.8301139156288686,1.2712856208603243,1.179856280715195,1.2963993293755574,5.395910881025816,1.002804753930596,196.98977623349583,82.96697493294737,200,data_set_16,0.9045856129232818,5.431709165697333,0.95,default
max_branch,0.9731369008901929,93,-0.24512751231374455,1.1158750337427115,1.023257764459168,0.5823015601358718,0.5032202023664949,0.39342831864832334,2.3092048597672674,1.001387816481624,178.24916743788552,131.22492368665075,200,data_set_16,0.2858654245825715,2.3362171522223028,0.95,default
range_branch,0.7982570838182643,75,-0.47271510737401096,1.0723409534337225,0.9809589180611558,0.5798077221141226,0.49381966080318285,0.38069461021549306,2.2008925777351322,1.0012341142668715,178.6882633928474,131.22492368665075,200,data_set_16,0.2792505552937602,2.344077417262975,0.95,default
RF_dist,3,81,0.5285250676172017,2.725,3,0.5203159071334265,0,2,3,0.9957604480860209,204.2154349656439,NA,200,data_set_16,2,3,0.95,default
BHV_dist,2.579695543478667,120,-0.02523220667744128,2.594968927928573,2.4449596967715608,0.6053130685379519,0.4901855128748836,1.8951782667297181,3.7325297056676137,1.000479256983135,187.06221114806112,119.0039667988933,200,data_set_16,1.7512496213002253,4.048234088593187,0.95,default
KC_dist,3.1622776601683795,20,-1.1375209414393324,3.9456451747000805,4.123105625617661,0.6886620597423793,0.6812103248007845,2.8192933340621105,4.58257569495584,1.0126423812995144,153.33918564006876,NA,200,data_set_16,2.6457513110645907,4.58257569495584,0.95,default
