Sample	Tree.height	Tree.treeLength	birthRate	kappa	gammaShape	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
24	0.6537213340172435	2.598041888726347	4.0821168840037645	1.3686032107225006	0.7611626408488861	0.2595751975215064	0.34332527924412587	0.14298173126422936	0.2541177919701385
25	0.4340397166172724	2.2817285182945275	3.9049425903277863	1.0337521793131441	1.8849913217020708	0.44923276970604153	0.1535457901222145	0.15142714859371265	0.24579429157803118
26	0.8322115813761066	3.455631097642638	4.026239250980065	0.4835213154936537	0.22857419322171707	0.2537150153254608	0.36946304202676566	0.26780668363796944	0.10901525900980406
27	0.330091899348533	1.0615888654098802	4.0441416129171115	1.4598128240657944	1.2638049043009933	0.13448576916661398	0.3998571014897642	0.18687413920357013	0.2787829901400516
28	0.3427615836878879	1.3318472116099032	4.078026509528343	2.3965091092012045	1.0609781245544911	0.22613280627903082	0.23043178454935018	0.2981369222165284	0.2452984869550905
29	0.37537618908798376	1.8839633409583572	3.9690773624360163	5.411130610815227	0.5529861857074096	0.2082641573764116	0.2631818091914272	0.20614352405033495	0.32241050938182614
30	0.5336736769899868	2.133508805756122	4.037337795149886	1.0320282589251926	1.1485608366341928	0.3627956660907264	0.2365762280892028	0.26179336962068245	0.13883473619938846
31	0.5068204466799204	2.088608285860081	3.92608482208579	5.4419197023840455	0.8722173800288932	0.20028278116288054	0.2500126340106515	0.2651923766912291	0.284512208135239
32	0.9069608423580835	4.368503418713899	4.109180812920979	1.8183754325455963	3.920433380027788	0.2515860358203867	0.3344015352225715	0.3401817135227874	0.07383071543425436
33	0.4797762214189943	1.9826035309474375	3.988862496406364	4.269728399146774	0.5702602011338527	0.200759309012153	0.13199678972143516	0.5286910593721207	0.1385528418942912
34	0.4998634971992969	2.9197769451808546	4.014240431218158	3.231746165879023	0.6511940841644802	0.4237442689659952	0.18430238651971367	0.2498629094387111	0.14209043507557997
35	0.6568710350603266	3.248976909822516	4.005772420189519	0.15979022252012415	0.4495291810023866	0.281346368504944	0.11527304552969884	0.16415858827393723	0.4392219976914199
36	0.5007952717568149	2.7992973356145465	4.05916273914046	0.5106502199169698	0.3929594021545429	0.44088954987562684	0.2126211462196246	0.1338482744283083	0.21264102947644037
37	0.3711035633254714	2.026575320910913	4.0255806692477325	4.1174694236912455	0.49199561824815874	0.1350093393673994	0.12118589102644696	0.2771714281310268	0.466633341475127
38	0.3219682863392435	1.394419427214922	4.0713334658060765	2.5286416594108982	4.348217919297164	0.21109274755969246	0.22132973751837495	0.4420289472947966	0.12554856762713593
39	0.7547033285330496	2.519127240581967	3.837933608812336	4.185658555309353	0.24534036085813565	0.2554809544375504	0.18937327471277446	0.3781711469451906	0.17697462390448443
40	0.48951769575660675	2.0499653455070974	3.9935973354086913	0.6288300618802608	0.8819721718296007	0.23895416752250542	0.4965835183619194	0.138940632357718	0.12552168175785716
41	0.44141477596482737	1.9961537817053236	3.9574018419652917	0.5991737322198825	0.10433892990826373	0.35302497755696044	0.4073031888077982	0.11427385258753554	0.12539798104770575
42	0.40818685821330253	2.2671590017745453	4.1640014196767146	15.83829135936356	1.7522215056841823	0.2267232962376371	0.24926777653560206	0.30599033040392387	0.2180185968228368
43	0.42303793608151513	1.764992969092432	3.9044040815185728	18.39339054433757	1.464942785602853	0.16228529364145117	0.051586275948740566	0.510294152724958	0.2758342776848503
44	0.5541218647807737	2.1449137230377766	3.9782213126948527	4.7834064628334465	0.7884205512439949	0.16225128058317465	0.4495625474078866	0.02745657475397811	0.3607295972549606
45	0.3237313763083537	1.5394349956060336	4.0234877643608025	1.9107323003834786	0.15827307550379466	0.2757930859846001	0.23912173103820805	0.15635593538088366	0.3287292475963082
46	0.3418113620619699	1.9677546024266	4.094581937984446	1.7730885709148028	0.41180141409005566	0.28061254560051835	0.3085631838692085	0.2329312808660764	0.17789298966419667
47	0.31486853241874924	1.3652986709790713	3.8853828477961656	0.48508588948257686	0.15522407439795985	0.2142711931354947	0.23342168180318887	0.10990502469071589	0.4424021003706007
48	0.7409408146903325	3.027235794911842	4.025389892823894	6.820123336783545	1.1991351477756742	0.17696674409728919	0.40173319375274613	0.19814408966684702	0.2231559724831177
49	0.34236317638898445	1.8955880125104199	3.8957498368563632	0.2961097961140784	1.260050080949506	0.18101522717104865	0.10793081610479136	0.22165008487799562	0.4894038718461644
50	0.45756894436816176	2.1346491051782586	3.980524675576515	0.7387841467014851	1.7060052378030277	0.3636028788255743	0.11336209391916714	0.3995450930093008	0.12348993424595771
51	0.3051816993135066	1.9806876219391867	4.069293122213935	0.3908178481573441	0.33373798284804823	0.19770444530886166	0.34959832316906747	0.1106001176551914	0.3420971138668796
52	0.21828145212079425	0.9287649084689475	4.076799814047503	13.439038970736734	0.3116511678675907	0.12288839511275286	0.4909594279334287	0.14784399907777915	0.23830817787603933
53	0.6853301686172364	2.454835319002952	4.1064855129842215	1.709811750385123	0.562126118384229	0.17731453283544754	0.28062464742107085	0.09492272413713136	0.4471380956063504
54	0.3936104739808134	2.1628482653012844	4.28995526248588	9.595595722209907	1.272160498903446	0.4037659527934158	0.23115374289591795	0.17924271459791846	0.18583758971274775
55	0.47200539823537485	2.399825606456637	4.0026344371537705	1.2946692082586633	0.11307889864838583	0.10495285333559617	0.38802433663918323	0.30351123345958847	0.20351157656563199
56	0.3055679151264799	1.3472168735388377	4.146233421148326	12.21159483290383	1.627661997614767	0.1720337110546886	0.37856946684791803	0.2939163625251123	0.15548045957228104
57	0.533152071077255	2.4826892779508043	4.050800847477353	2.812436961346958	0.3847598234557531	0.18151283910432953	0.1847695607561281	0.4575900245288669	0.1761275756106755
58	0.2948383532346123	1.4984451773411975	3.9688583725981257	0.7306001015580268	0.8129800586920992	0.37382093815237516	0.12162927339342347	0.13506872736660358	0.36948106108759793
59	0.5250392067211225	2.2435259103353795	4.074777685906489	4.28694672369578	0.661451609108824	0.23482826962154904	0.3914820044263008	0.22878454390248862	0.14490518204966144
60	0.575597739923215	2.230910268563282	3.96597259448712	6.819672041206491	3.789068991517786	0.21504946533887134	0.28069059433443355	0.24860076328065278	0.2556591770460423
61	0.2953682104408447	1.8750128610856769	4.071425584245891	0.5404785431477966	0.631238201502092	0.34044905058058184	0.3544081934955475	0.1851201449775558	0.12002261094631492
62	0.5630834306095276	2.3588717774143797	3.8033179550519494	0.5399632498232855	0.20937171534586554	0.18453566418781342	0.39331635180885377	0.13236122939372674	0.28978675460960607
63	0.36460187080786977	1.405107355626519	3.992702502154956	1.1423110184993197	0.10672219589477029	0.37464176632843565	0.1186209552588543	0.28800923367938525	0.21872804473332483
64	0.2063148543093128	1.0959370173127416	3.9357195446082835	1.4081361121731306	1.6887712866993403	0.28208600434629366	0.19092130245950242	0.27686564751658865	0.2501270456776153
65	0.9409222563676356	3.6928526303032765	3.9348753397169043	10.38859778219835	1.462402677467959	0.25171570361525997	0.07662847459223086	0.5486105732442421	0.12304524854826697
66	0.3989730941785066	1.8192930615358185	4.11443573577066	13.829973837185712	1.8777419463036797	0.14844524178649446	0.24768918379442642	0.41013066851171287	0.1937349059073662
67	0.5825504861088856	2.5462847347979136	4.041185704308164	0.3846908752522834	1.9367491479440342	0.15303733172271636	0.5191139442096604	0.23013093439536106	0.0977177896722623
68	0.2527193328882898	1.1493184061004054	3.8721158012970376	0.5630895343886708	1.6660299963626404	0.237338590882861	0.17938424921191642	0.3766337460037811	0.20664341390144148
69	0.38471586997464663	2.134055876668027	4.04368450294206	5.228105872004329	1.221294889602981	0.37277624101334433	0.1967127144005955	0.37831460696385616	0.052196437622203974
70	0.4002760599857172	1.7874073875755545	3.7766345079837924	0.03857281280031443	1.2868059762138475	0.17671574916599112	0.3416794962076927	0.3425486493983928	0.13905610522792336
71	0.27984188952864736	1.6151124186095207	3.926102798773962	6.526357587804546	1.383019396254623	0.2835845940751831	0.4434327034740903	0.192967530402754	0.08001517204797245
72	0.7343416745811516	2.427084306537986	4.22819422312536	6.013600605053023	0.7506037436026491	0.22992907036991367	0.41604940461916035	0.31546302397369236	0.03855850103723365
73	0.24162693281342315	1.2864319018727273	4.028928589865819	0.2926244568350022	2.287273371564635	0.2971106423897664	0.17569012420926367	0.2806487902581426	0.24655044314282717
74	0.4101308294568812	1.772036474679859	4.111785397864053	0.8318548537227314	0.546074804250276	0.19639212633698075	0.41335193668915726	0.21543658576667	0.17481935120719214
75	0.5341622212126731	2.231932741103772	3.893982561865383	1.3058773531860246	1.2770796764595027	0.1612181693218548	0.3593250586238715	0.28176087402222627	0.19769589803204737
76	0.5787965971821237	3.246774092610897	3.8801269512369108	0.8276071186309323	0.6341358815136003	0.1806600972826455	0.09738371778104336	0.40010771141036416	0.321848473525947
77	0.32187193437191347	1.8100293639901237	4.014803380689934	8.081347249900276	1.4624963482353173	0.12442885378363823	0.3698898547787896	0.2612682232211515	0.2444130682164206
78	0.7737858785589664	3.870254072416286	4.057472451387994	0.1380362019863219	0.2391555032216589	0.2578751251568399	0.3230486315179474	0.20157260300292032	0.2175036403222924
79	0.3848838074954787	1.6174927805598254	4.061148505841434	7.557411873482833	5.011382730817396	0.13557543253098434	0.15963728745703676	0.439965063285587	0.264822216726392
80	0.3913477126281823	1.9016513915342617	3.9988764162906083	11.87057964800172	0.584222967002867	0.28121274229190857	0.29408911928761033	0.20988755887399443	0.21481057954648683
81	0.617136642075093	3.3869147616629163	3.828592618271561	138.10238405621578	0.7925596091520226	0.22396131518785597	0.21487594291792342	0.2675169167832072	0.2936458251110134
82	0.3779969520993369	1.6301626396548836	3.8827134071147134	0.37049930115249274	0.6288206482082119	0.29995597732258794	0.22016624143863636	0.2600556025513771	0.21982217868739853
83	0.45702889781029443	1.9534361106345834	3.920761211071766	1.1297832588292662	0.7530291191234043	0.3035725835133196	0.14721802179278906	0.08921664706940576	0.45999274762448544
84	0.5470310791922794	2.637264280817165	3.9382760147731233	0.9711572199605878	1.8213391952763454	0.12211887553090034	0.4010193960923542	0.26780331923728085	0.2090584091394647
85	0.4692975673114975	2.033356872257385	4.042256220718836	5.613388202595074	0.9122042480411152	0.2663462827530106	0.15145474042850363	0.32512133930628767	0.25707763751219814
86	0.5210884418255145	2.3705663500664977	3.9948586926206975	0.38790926541257204	0.15062451712480127	0.20672057161772628	0.15820758042080263	0.35096832022699875	0.2841035277344723
87	0.7753852057323536	3.6108066009993505	4.0647737541978035	12.056720931371252	2.5017033892132003	0.17256657129393624	0.49760904376870363	0.03832445032233448	0.2914999346150256
88	0.43861671380408995	2.5377094963926607	4.0162394721383645	0.45720012471049865	0.28924359888431106	0.15313619677532517	0.15051276675879852	0.35692699360691144	0.3394240428589649
89	0.7704169748304687	3.219267472215651	4.1064274905429174	3.5875044980140305	1.6929682064880294	0.14960811220924866	0.15180245593368674	0.1515351463756901	0.5470542854813744
90	0.5959395550503765	2.699766290763158	3.9543609404067945	0.15857719253380217	0.3739413271372049	0.34920890470577753	0.1421098563891852	0.21075509146483826	0.2979261474401991
91	0.4679087304443715	2.09207136977064	4.119315427877168	1.7846434162759632	0.8266706172104844	0.07642926595640821	0.24308299575827394	0.275982552631116	0.4045051856542018
92	0.45429186262840787	2.2119428549632083	4.0772833288488695	3.9912577325647507	0.8080212560579786	0.10965512479666144	0.2316117264488252	0.39094454097948594	0.2677886077750274
93	0.6086140072075069	2.5298451383216967	4.083219027179709	6.52831060546887	2.5462541231984157	0.2898588947516319	0.203770873692493	0.2518782687593581	0.2544919627965172
94	0.37290771050784016	2.236197013866664	4.0753930131307925	48.803576250928785	2.631966387160148	0.26848360075782696	0.07012656871506232	0.3605944065962216	0.30079542393088915
95	0.5865572704616355	2.9429668519000365	4.066284384213848	3.5328887906942077	0.3082049099790046	0.19563523590703535	0.14853409536428167	0.4256494738017093	0.2301811949269737
96	0.46475441945131535	1.818907107994852	3.9761345458613198	0.8713219939720229	2.955144978390877	0.2524242426563762	0.1899136310078714	0.1270633649785224	0.4305987613572301
97	0.386440003199246	1.8913918434883827	4.073661539943449	1.2057583821430335	0.8700491615041624	0.1797594545315027	0.36105435979735895	0.20460637879504312	0.2545798068760952
98	0.4032567812928505	2.1972164589998795	4.057367996042841	9.532821509453301	0.5077744693970603	0.31519132100156655	0.14440622189373828	0.31608016766202646	0.2243222894426687
99	0.3878924143417799	2.2522104545195836	4.041343812419802	1.5026079257198357	2.9831498356983137	0.27868630342250716	0.20531261636607084	0.15592548238922924	0.36007559782219273
100	0.23552331461383552	1.1411193800139179	3.944440751419018	0.5907222164181637	1.180416182384633	0.20267308383918586	0.3313771173462929	0.11372107338542822	0.352228725429093
